Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	gene_length	Entity	Symbol
gene-b0378	222.82278530451086	207.94617899689646	180.12874472387512	167.4719882912976	194.09767214086057	210.47190935691793	68.55435230146506	55.318082153528714	18.910785199725076	15.819056377856462	27.669212801918984	24.236199406504433	1095.0	host	yaiW
gene-b3128	15.415944083497513	17.021562536893867	12.027431992776025	12.627017469638629	10.519514016533583	15.280607859178609	5.783913550979425	4.418110379289047	1.9202024675348996	2.039428027711188	2.077994829880132	5.339450286432097	1572.0	host	garD
gene-b3532	27.93076799836791	25.968512545947068	22.145095106927027	19.06676667551408	25.834935936527582	26.53517844689681	8.387217229928702	5.936127791660156	2.450966123945829	1.7995045008384671	3.315467392033108	6.066275909886843	2340.0	host	bcsB
gene-b0048	1108.4238977217478	966.3772497256502	1117.9906376025813	1060.014947736769	1477.4571210696693	1519.732133851219	586.7498155344189	488.6597855837204	102.12788843831119	95.10279042357388	99.52945861741495	87.69065578867949	480.0	host	folA
gene-b4771	180.190066955763	191.81287675983629	216.13080810063914	296.7670894801103	205.82990813406877	260.1867862311293	143.7357378387028	122.10389444870573	17.887752764236225	14.177914249030348	31.758687650001352	33.144724898946954	54.0	host	ychT
gene-b1695	5.737183735619813	4.645468109027285	4.660320549670032	5.216608994767564	4.706476557943645	6.294841602366032	2.5025418641559862	1.2973538785174985	1.152921564882413	0.2492211489087366	0.7797892056919975	1.875105665080512	1152.0	host	ydiO
gene-b2871	10.122750250316662	11.393396439118094	9.94526725996926	9.128174317570036	11.776807507395828	11.359112665923664	5.835887100218008	3.0112840134718404	2.0174157252897995	0.8394817647452179	1.5691725369495833	3.970148535990016	1197.0	host	ygeX
gene-b2611	92.02674517337638	82.39234933547513	89.30132025612771	93.58280378492115	79.41109537766732	86.69713661440488	37.80063235368482	33.52306920319012	7.927526793241052	7.310487034656273	11.54861369090958	10.987632156939311	792.0	host	ypjD
gene-b0467	336.9291539282181	336.1084726859858	251.5467882462211	211.42355793669535	262.87810883641595	270.3920597379954	98.28164411958055	85.7502349651138	38.761032445798804	34.70970910256222	49.18472080860599	42.78163158978497	528.0	host	priC
gene-b0693	7.68088627451784	7.850458803267515	6.793524991321591	9.357935321879953	8.876170796318277	9.17174738243782	5.445766407297569	4.677595301663925	1.3726958976647854	0.6092828087918908	1.7454589587410605	2.3575680503931786	2199.0	host	speF
gene-b1715	1709.4257672708989	1737.8246634441168	2318.651309303657	2112.442100572058	2102.4772079645854	1903.560100555488	921.5514163144259	808.8161968282268	120.74233115859451	138.2346639280459	166.95995793143567	163.20919708860774	45.0	host	pheM
gene-b3091	39.97521570625418	36.893041215500766	34.51120968058592	25.700595634045477	37.348168814649576	38.987406053363806	11.773745346004342	10.575772793379835	5.030930464941437	4.502059464157822	5.323604899856217	6.594841675527404	1488.0	host	uxaA
gene-b3266	23.177852747057948	24.62988533466883	21.349965043680523	21.993608410087226	23.224074470270324	22.04106856712512	11.106040861574302	7.814649244717167	8.20503442011705	2.7122966389449363	4.4975035926709985	6.69851411750832	3105.0	host	acrF
gene-b1845	114.0199154832545	125.97666665798855	106.91396481065676	89.41890469051359	88.39132917207	92.6908553850579	26.36201305338654	23.759604963468682	8.436145408460753	7.5455602580811085	13.789174425702395	14.04445954910958	2061.0	host	ptrB
gene-b1838	55.607893498366764	58.33213512422418	132.52075302170692	131.93754787596436	85.82550128677508	125.89683204732063	23.627792521430596	17.39562331871972	5.697126736554687	5.535213097224176	8.576710167710736	8.924181952007444	657.0	host	pphA
gene-b1176	1289.0858352171965	1454.4707448099311	976.9485165473202	902.4242970760291	1015.4304319910966	1080.6506523234236	333.2828167521055	317.55433514901335	107.55782373323075	108.41979360802142	152.1835636036395	143.9194401304751	696.0	host	minC
gene-b1480	3331.2250606358284	4013.058969427531	3760.1122414517276	6573.009809438668	2302.3264803798065	2619.2014841149094	1075.8753892510604	967.0628440337492	218.73610717136683	192.78881223409743	562.1879490838747	598.8411990362963	138.0	host	sra
gene-b0537	224.59792823429865	239.81553225823862	243.6484934619061	319.15673400039987	235.45968495246314	284.2413012202394	146.79462062481363	115.2560059352938	21.575949210470498	23.14416607597834	35.219870103757025	30.540749000380554	1164.0	host	intD
gene-b0989	17.23848634176845	22.693354433558095	32.87623559840708	43.60310309582927	34.36390771321107	39.3649249500073	27.590320703847578	15.684331230594315	1.984028915751553	3.145100696087718	4.217451478672212	2.607792828377565	213.0	host	cspH
gene-b1009	11.00164072148818	14.65536586479648	7.285308138223791	12.504231298319255	7.107308420085684	8.77034110891447	2.6301563585252197	2.4146388115699113	1.2812856614832127	0.836337638285498	0.917586481059429	3.390239199272373	801.0	host	rutD
gene-b2632	21.886293509957063	25.175440074728513	19.181609218931722	21.709524301456934	21.64979216654077	25.441651476229378	7.443457852361395	7.122727176174501	2.3058431297648254	1.7722392811287935	3.4027165339287158	5.5717425476678075	864.0	host	yfjP
gene-b1379	891.9082800339453	1110.4741226883286	907.197570682853	947.5595221649751	751.7544854424369	987.8883331713158	298.5683989026428	287.22992702657245	83.34931607165389	87.89552690023868	135.72253749514255	112.05494668697547	423.0	host	hslJ
gene-b0590	131.5270778792841	22.673999760267215	140.51728359498273	25.54935119065536	35.606251308813064	5.637171584208387	8.164435087469174	3.5865740936575063	2.8233281415193745	1.4759843565221893	2.60028487368881	3.868874733443731	1005.0	host	fepD
gene-b1907	50.13882023736391	50.27966249719471	59.12568542396693	59.50033229675479	55.47118509481303	67.49815302339022	24.335456604374436	20.38288772678395	6.674699824773788	5.685203238472566	13.813007711987858	10.999205394939036	1212.0	host	tyrP
gene-b4154	283.9604659770346	296.1170928287423	225.808306970817	224.18599330807518	250.86222513027383	300.39861019848246	55.90063663492407	54.13880135954555	22.826908378241747	22.69524333147022	39.726574459134596	51.58499644591642	1809.0	host	frdA
